id,timestamp,season,holiday,workingday,weather,temp,temp_feel,humidity,windspeed,demand,temp_category
91,2017-01-04 22:00:00,spring,No,Yes,Clear or partly cloudy,9.02,12.88,64.0,6.0032,3.555348061489413,Mild
92,2017-01-04 23:00:00,spring,No,Yes,Clear or partly cloudy,8.2,11.365,69.0,6.0032,2.3978952727983707,Mild
93,2017-01-05 00:00:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,64.0,0.0,1.791759469228055,Mild
94,2017-01-05 01:00:00,spring,No,Yes,Clear or partly cloudy,6.56,9.85,74.0,6.0032,1.791759469228055,Cold
95,2017-01-05 02:00:00,spring,No,Yes,Clear or partly cloudy,6.56,9.85,74.0,6.0032,0.6931471805599453,Cold
96,2017-01-05 04:00:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,48.0,15.0013,0.6931471805599453,Mild
97,2017-01-05 05:00:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,47.0,11.0014,1.0986122886681098,Mild
98,2017-01-05 06:00:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,47.0,15.0013,3.49650756146648,Cold
99,2017-01-05 07:00:00,spring,No,Yes,Clear or partly cloudy,7.38,9.09,43.0,12.998,4.477336814478207,Cold
100,2017-01-05 08:00:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,40.0,19.9995,5.272999558563747,Cold
101,2017-01-05 09:00:00,spring,No,Yes,Clear or partly cloudy,,9.85,37.0,22.0028,4.74493212836325,Cold
102,2017-01-05 10:00:00,spring,No,Yes,Clear or partly cloudy,9.02,9.85,37.0,22.0028,4.04305126783455,Cold
103,2017-01-05 11:00:00,spring,No,Yes,Clear or partly cloudy,10.66,11.365,33.0,22.0028,3.828641396489095,Mild
104,2017-01-05 12:00:00,spring,No,Yes,Clear or partly cloudy,10.66,11.365,33.0,22.0028,4.3694478524670215,Mild
105,2017-01-05 13:00:00,spring,No,Yes,Clear or partly cloudy,11.48,12.88,30.0,19.9995,4.262679877041316,Mild
106,2017-01-05 14:00:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,28.0,12.998,4.127134385045092,Mild
107,2017-01-05 15:00:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,28.0,12.998,4.127134385045092,Mild
108,2017-01-05 16:00:00,spring,No,Yes,Clear or partly cloudy,12.3,15.91,28.0,6.0032,4.48863636973214,Mild
109,2017-01-05 17:00:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,38.0,12.998,5.247024072160486,Mild
110,2017-01-05 18:00:00,spring,No,Yes,Clear or partly cloudy,9.84,12.12,38.0,8.9981,5.1298987149230735,Mild
111,2017-01-05 19:00:00,spring,No,Yes,Clear or partly cloudy,9.84,12.88,38.0,7.0015,4.882801922586371,Mild
112,2017-01-05 20:00:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,47.0,11.0014,4.48863636973214,Mild
113,2017-01-05 21:00:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,51.0,12.998,3.7612001156935615,Cold
114,2017-01-05 22:00:00,spring,No,Yes,Clear or partly cloudy,7.38,9.85,55.0,8.9981,3.737669618283368,Cold
115,2017-01-05 23:00:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,47.0,0.0,2.9444389791664403,Mild
116,2017-01-06 00:00:00,spring,No,Yes,Clear or partly cloudy,7.38,12.12,55.0,0.0,2.3978952727983707,Mild
117,2017-01-06 01:00:00,spring,No,Yes,Clear or partly cloudy,6.56,11.365,64.0,0.0,1.3862943611198906,Mild
118,2017-01-06 02:00:00,spring,No,Yes,Clear or partly cloudy,6.56,11.365,64.0,0.0,0.6931471805599453,Mild
119,2017-01-06 04:00:00,spring,No,Yes,Mist,6.56,9.85,64.0,6.0032,0.0,Cold
120,2017-01-06 05:00:00,spring,No,Yes,Mist,5.74,9.09,69.0,6.0032,1.3862943611198906,Cold
121,2017-01-06 06:00:00,spring,No,Yes,Mist,5.74,8.335,63.0,7.0015,3.58351893845611,Cold
122,2017-01-06 07:00:00,spring,No,Yes,Mist,,11.365,59.0,0.0,4.553876891600541,Mild
123,2017-01-06 08:00:00,spring,No,Yes,Clear or partly cloudy,6.56,11.365,59.0,0.0,5.389071729816501,Mild
124,2017-01-06 09:00:00,spring,No,Yes,Mist,,12.12,51.0,0.0,4.804021044733257,Mild
125,2017-01-06 10:00:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,47.0,0.0,3.80666248977032,Mild
126,2017-01-06 11:00:00,spring,No,Yes,Clear or partly cloudy,9.02,12.88,44.0,6.0032,4.07753744390572,Mild
127,2017-01-06 12:00:00,spring,No,Yes,Clear or partly cloudy,10.66,14.395,35.0,0.0,4.430816798843313,Mild
128,2017-01-06 13:00:00,spring,No,Yes,Clear or partly cloudy,10.66,13.635,35.0,7.0015,4.204692619390966,Mild
129,2017-01-06 14:00:00,spring,No,Yes,Clear or partly cloudy,11.48,13.635,36.0,11.0014,4.248495242049359,Mild
130,2017-01-06 15:00:00,spring,No,Yes,Clear or partly cloudy,11.48,13.635,36.0,0.0,4.127134385045092,Mild
131,2017-01-06 16:00:00,spring,No,Yes,Clear or partly cloudy,10.66,12.88,38.0,11.0014,4.454347296253507,Mild
132,2017-01-06 17:00:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,51.0,11.0014,5.147494476813453,Mild
133,2017-01-06 18:00:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,51.0,8.9981,5.093750200806762,Mild
134,2017-01-06 19:00:00,spring,No,Yes,Clear or partly cloudy,9.02,12.88,55.0,,4.718498871295094,Mild
135,2017-01-06 20:00:00,spring,No,Yes,Clear or partly cloudy,,10.605,51.0,11.0014,4.23410650459726,Mild
136,2017-01-06 21:00:00,spring,No,Yes,Mist,9.02,10.605,55.0,15.0013,3.871201010907891,Mild
137,2017-01-06 22:00:00,spring,No,Yes,Mist,9.02,10.605,51.0,19.0012,3.951243718581428,Mild
138,2017-01-06 23:00:00,spring,No,Yes,Mist,,9.85,59.0,12.998,3.1354942159291497,Cold
139,2017-01-07 00:00:00,spring,No,Yes,Mist,8.2,9.85,64.0,12.998,2.833213344056216,Cold
140,2017-01-07 01:00:00,spring,No,Yes,Mist,8.2,9.85,69.0,15.0013,1.9459101490553128,Cold
141,2017-01-07 02:00:00,spring,No,Yes,Mist,8.2,9.85,69.0,15.0013,0.0,Cold
142,2017-01-07 04:00:00,spring,No,Yes,Mist,8.2,10.605,69.0,8.9981,0.0,Mild
143,2017-01-07 05:00:00,spring,No,Yes,Light snow or rain,,13.635,55.0,0.0,1.6094379124341005,Mild
144,2017-01-07 06:00:00,spring,No,Yes,Mist,8.2,12.88,69.0,0.0,3.5263605246161616,Mild
145,2017-01-07 07:00:00,spring,No,Yes,Clear or partly cloudy,8.2,10.605,69.0,8.9981,4.430816798843313,Mild
146,2017-01-07 08:00:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,51.0,16.9979,5.3471075307174685,Cold
147,2017-01-07 09:00:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,47.0,19.9995,4.897839799950911,Cold
148,2017-01-07 10:00:00,spring,No,Yes,Clear or partly cloudy,,9.85,37.0,22.0028,4.143134726391533,Cold
149,2017-01-07 11:00:00,spring,No,Yes,Mist,8.2,9.85,40.0,15.0013,4.204692619390966,Cold
150,2017-01-07 12:00:00,spring,No,Yes,Mist,,9.85,37.0,16.9979,4.07753744390572,Cold
151,2017-01-07 13:00:00,spring,No,Yes,Mist,8.2,9.09,37.0,19.0012,4.290459441148391,Cold
152,2017-01-07 14:00:00,spring,No,Yes,Mist,8.2,9.85,40.0,16.9979,3.912023005428146,Cold
153,2017-01-07 15:00:00,spring,No,Yes,Mist,8.2,10.605,37.0,11.0014,4.276666119016055,Mild
154,2017-01-07 16:00:00,spring,No,Yes,Mist,,10.605,37.0,11.0014,4.465908118654584,Mild
155,2017-01-07 17:00:00,spring,No,Yes,Mist,8.2,12.88,37.0,0.0,5.231108616854587,Mild
156,2017-01-07 18:00:00,spring,No,Yes,Clear or partly cloudy,8.2,11.365,40.0,6.0032,4.812184355372417,Mild
157,2017-01-07 19:00:00,spring,No,Yes,Clear or partly cloudy,6.56,9.85,55.0,6.0032,4.553876891600541,Cold
158,2017-01-07 20:00:00,spring,No,Yes,Clear or partly cloudy,7.38,10.605,47.0,7.0015,3.9318256327243257,Mild
159,2017-01-07 21:00:00,spring,No,Yes,Clear or partly cloudy,7.38,9.85,47.0,8.9981,3.6635616461296463,Cold
160,2017-01-07 22:00:00,spring,No,Yes,Mist,7.38,9.85,43.0,11.0014,3.58351893845611,Cold
161,2017-01-07 23:00:00,spring,No,Yes,Mist,7.38,9.85,51.0,11.0014,2.70805020110221,Cold
162,2017-01-08 00:00:00,spring,No,No,Mist,7.38,9.85,51.0,11.0014,3.218875824868201,Cold
163,2017-01-08 01:00:00,spring,No,No,Mist,7.38,10.605,55.0,6.0032,2.772588722239781,Mild
164,2017-01-08 02:00:00,spring,No,No,Mist,7.38,12.12,55.0,0.0,2.772588722239781,Mild
165,2017-01-08 03:00:00,spring,No,No,Light snow or rain,7.38,9.85,55.0,11.0014,1.9459101490553128,Cold
166,2017-01-08 04:00:00,spring,No,No,Light snow or rain,7.38,9.85,55.0,11.0014,0.0,Cold
167,2017-01-08 05:00:00,spring,No,No,Mist,6.56,8.335,74.0,,1.6094379124341005,Cold
168,2017-01-08 06:00:00,spring,No,No,Mist,6.56,8.335,74.0,11.0014,0.6931471805599453,Cold
169,2017-01-08 07:00:00,spring,No,No,Mist,6.56,9.09,74.0,7.0015,2.19722457733622,Cold
170,2017-01-08 08:00:00,spring,No,No,Light snow or rain,6.56,9.09,93.0,7.0015,2.70805020110221,Cold
171,2017-01-08 09:00:00,spring,No,No,Light snow or rain,6.56,9.09,93.0,7.0015,2.995732273553991,Cold
172,2017-01-08 10:00:00,spring,No,No,Mist,,9.85,80.0,11.0014,4.110873864173311,Cold
173,2017-01-08 11:00:00,spring,No,No,Mist,8.2,9.09,69.0,26.0027,4.127134385045092,Cold
174,2017-01-08 12:00:00,spring,No,No,Mist,8.2,9.09,59.0,23.9994,4.584967478670572,Cold
175,2017-01-08 13:00:00,spring,No,No,Clear or partly cloudy,8.2,9.09,44.0,22.0028,4.624972813284271,Cold
176,2017-01-08 14:00:00,spring,No,No,Clear or partly cloudy,8.2,8.335,32.0,32.9975,4.553876891600541,Cold
177,2017-01-08 15:00:00,spring,No,No,Clear or partly cloudy,8.2,8.335,32.0,30.0026,4.30406509320417,Cold
178,2017-01-08 16:00:00,spring,No,No,Clear or partly cloudy,7.38,6.82,29.0,30.0026,4.330733340286331,Cold
179,2017-01-08 17:00:00,spring,No,No,Clear or partly cloudy,6.56,6.06,37.0,36.9974,4.23410650459726,Cold
180,2017-01-08 18:00:00,spring,No,No,Clear or partly cloudy,5.74,6.06,39.0,19.9995,4.007333185232471,Cold
181,2017-01-08 19:00:00,spring,No,No,Clear or partly cloudy,5.74,6.06,36.0,16.9979,3.4011973816621555,Cold
182,2017-01-08 20:00:00,spring,No,No,Clear or partly cloudy,4.92,6.06,36.0,16.9979,3.332204510175204,Cold
183,2017-01-08 21:00:00,spring,No,No,Clear or partly cloudy,4.92,5.305,39.0,23.9994,3.610917912644224,Cold
184,2017-01-08 22:00:00,spring,No,No,Clear or partly cloudy,,5.305,36.0,26.0027,3.5263605246161616,Cold
185,2017-01-08 23:00:00,spring,No,No,Clear or partly cloudy,4.1,3.03,39.0,30.0026,3.091042453358316,Cold
186,2017-01-09 00:00:00,spring,No,No,Clear or partly cloudy,4.1,3.79,42.0,26.0027,3.218875824868201,Cold
187,2017-01-09 01:00:00,spring,No,No,Clear or partly cloudy,4.1,3.03,42.0,31.0009,2.4849066497880004,Cold
188,2017-01-09 02:00:00,spring,No,No,Clear or partly cloudy,4.1,3.03,46.0,31.0009,2.3978952727983707,Cold
189,2017-01-09 03:00:00,spring,No,No,Clear or partly cloudy,,3.79,46.0,27.9993,1.3862943611198906,Cold
190,2017-01-09 04:00:00,spring,No,No,Clear or partly cloudy,,4.545,53.0,12.998,0.0,Cold
191,2017-01-09 05:00:00,spring,No,No,Clear or partly cloudy,,4.545,53.0,12.998,0.0,Cold
192,2017-01-09 06:00:00,spring,No,No,Clear or partly cloudy,4.1,4.545,49.0,19.0012,0.0,Cold
193,2017-01-09 07:00:00,spring,No,No,Clear or partly cloudy,3.28,4.545,53.0,12.998,1.791759469228055,Cold
194,2017-01-09 08:00:00,spring,No,No,Clear or partly cloudy,4.1,4.545,49.0,19.0012,2.302585092994046,Cold
195,2017-01-09 09:00:00,spring,No,No,Clear or partly cloudy,4.92,3.79,46.0,35.0008,2.9444389791664403,Cold
196,2017-01-09 10:00:00,spring,No,No,Clear or partly cloudy,5.74,5.305,43.0,26.0027,3.8918202981106265,Cold
197,2017-01-09 11:00:00,spring,No,No,Clear or partly cloudy,6.56,6.06,40.0,35.0008,3.8918202981106265,Cold
198,2017-01-09 12:00:00,spring,No,No,Clear or partly cloudy,,6.82,37.0,30.0026,4.418840607796598,Cold
199,2017-01-09 13:00:00,spring,No,No,Clear or partly cloudy,8.2,8.335,34.0,30.0026,4.31748811353631,Cold
200,2017-01-09 14:00:00,spring,No,No,Clear or partly cloudy,9.02,9.09,32.0,31.0009,4.276666119016055,Cold
201,2017-01-09 15:00:00,spring,No,No,Clear or partly cloudy,9.02,9.85,35.0,23.9994,4.406719247264253,Cold
202,2017-01-09 16:00:00,spring,No,No,Clear or partly cloudy,8.2,8.335,34.0,30.0026,4.5217885770490405,Cold
203,2017-01-09 17:00:00,spring,No,No,Clear or partly cloudy,7.38,7.575,37.0,26.0027,4.127134385045092,Cold
204,2017-01-09 18:00:00,spring,No,No,Clear or partly cloudy,6.56,6.82,40.0,,3.871201010907891,Cold
205,2017-01-09 19:00:00,spring,No,No,Clear or partly cloudy,6.56,6.82,43.0,22.0028,3.713572066704308,Cold
206,2017-01-09 20:00:00,spring,No,No,Clear or partly cloudy,,6.06,46.0,16.9979,3.6375861597263857,Cold
207,2017-01-09 21:00:00,spring,No,No,Clear or partly cloudy,5.74,5.305,46.0,27.9993,2.995732273553991,Cold
208,2017-01-09 22:00:00,spring,No,No,Clear or partly cloudy,5.74,6.06,46.0,19.9995,2.70805020110221,Cold
209,2017-01-09 23:00:00,spring,No,No,Clear or partly cloudy,4.92,6.82,50.0,12.998,1.791759469228055,Cold
210,2017-01-10 00:00:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50.0,19.0012,1.6094379124341005,Cold
211,2017-01-10 01:00:00,spring,No,Yes,Clear or partly cloudy,,6.06,50.0,19.0012,0.0,Cold
212,2017-01-10 02:00:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50.0,15.0013,1.0986122886681098,Cold
213,2017-01-10 03:00:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50.0,15.0013,0.0,Cold
214,2017-01-10 04:00:00,spring,No,Yes,Clear or partly cloudy,4.1,6.06,54.0,8.9981,1.0986122886681098,Cold
215,2017-01-10 05:00:00,spring,No,Yes,Clear or partly cloudy,4.1,5.305,54.0,16.9979,1.0986122886681098,Cold
216,2017-01-10 06:00:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50.0,19.0012,3.4339872044851463,Cold
217,2017-01-10 07:00:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50.0,15.0013,4.343805421853684,Cold
218,2017-01-10 08:00:00,spring,No,Yes,Mist,4.92,6.06,50.0,19.0012,5.236441962829949,Cold
219,2017-01-10 09:00:00,spring,No,Yes,Mist,5.74,6.06,50.0,,4.543294782270004,Cold
220,2017-01-10 10:00:00,spring,No,Yes,Mist,5.74,6.06,50.0,19.9995,3.4339872044851463,Cold
221,2017-01-10 11:00:00,spring,No,Yes,Mist,6.56,6.82,47.0,19.0012,3.4011973816621555,Cold
222,2017-01-10 12:00:00,spring,No,Yes,Mist,8.2,9.09,40.0,19.0012,3.951243718581428,Cold
223,2017-01-10 13:00:00,spring,No,Yes,Mist,8.2,9.09,40.0,19.0012,3.9889840465642745,Cold
224,2017-01-10 14:00:00,spring,No,Yes,Mist,,9.85,40.0,15.0013,3.8501476017100575,Cold
225,2017-01-10 15:00:00,spring,No,Yes,Mist,8.2,9.85,40.0,15.0013,3.80666248977032,Cold
226,2017-01-10 16:00:00,spring,No,Yes,Clear or partly cloudy,8.2,10.605,40.0,8.9981,4.30406509320417,Mild
227,2017-01-10 17:00:00,spring,No,Yes,Clear or partly cloudy,8.2,11.365,40.0,7.0015,5.181783550292085,Mild
228,2017-01-10 18:00:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,40.0,15.0013,5.043425116919247,Cold
229,2017-01-10 19:00:00,spring,No,Yes,Clear or partly cloudy,6.56,8.335,47.0,11.0014,4.553876891600541,Cold
230,2017-01-10 20:00:00,spring,No,Yes,Clear or partly cloudy,6.56,8.335,50.0,11.0014,4.30406509320417,Cold
