id,timestamp,season,holiday,workingday,weather,temp,temp_feel,humidity,windspeed,demand
54,03-01-2017 08:00,spring,No,Yes,Clear or partly cloudy,5.74,6.06,50,19.0012,5.036952602
55,03-01-2017 09:00,spring,No,Yes,Clear or partly cloudy,6.56,6.82,43,26.0027,4.477336814
56,03-01-2017 10:00,spring,No,Yes,Clear or partly cloudy,7.38,8.335,43,16.9979,3.784189634
57,03-01-2017 11:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,40,22.0028,3.931825633
58,03-01-2017 12:00,spring,No,Yes,Clear or partly cloudy,,10.605,35,19.9995,4.110873864
59,03-01-2017 13:00,spring,No,Yes,Clear or partly cloudy,9.84,10.605,35,19.0012,4.110873864
60,03-01-2017 14:00,spring,No,Yes,Clear or partly cloudy,10.66,12.12,30,19.0012,4.343805422
61,03-01-2017 15:00,spring,No,Yes,Clear or partly cloudy,10.66,12.12,30,16.9979,4.276666119
62,03-01-2017 16:00,spring,No,Yes,Clear or partly cloudy,10.66,12.12,30,16.9979,4.33073334
63,03-01-2017 17:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,30,15.0013,5.056245805
64,03-01-2017 18:00,spring,No,Yes,Clear or partly cloudy,9.84,12.88,32,7.0015,5.056245805
65,03-01-2017 19:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,47,0,4.700480366
66,03-01-2017 20:00,spring,No,Yes,Clear or partly cloudy,,11.365,47,7.0015,3.951243719
67,03-01-2017 21:00,spring,No,Yes,Clear or partly cloudy,7.38,9.85,64,8.9981,3.951243719
68,03-01-2017 22:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,69,8.9981,2.995732274
69,03-01-2017 23:00,spring,No,Yes,Clear or partly cloudy,7.38,10.605,55,7.0015,2.48490665
70,04-01-2017 00:00,spring,No,Yes,Clear or partly cloudy,6.56,9.09,55,7.0015,1.609437912
71,04-01-2017 01:00,spring,No,Yes,Clear or partly cloudy,6.56,9.09,59,7.0015,0.693147181
72,04-01-2017 02:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,63,8.9981,0
73,04-01-2017 04:00,spring,No,Yes,Clear or partly cloudy,5.74,9.09,63,6.0032,0.693147181
74,04-01-2017 05:00,spring,No,Yes,Clear or partly cloudy,4.92,7.575,68,7.0015,1.386294361
75,04-01-2017 06:00,spring,No,Yes,Clear or partly cloudy,,7.575,74,7.0015,3.583518938
76,04-01-2017 07:00,spring,No,Yes,Clear or partly cloudy,4.92,7.575,74,8.9981,4.543294782
77,04-01-2017 08:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,69,11.0014,5.187385806
78,04-01-2017 09:00,spring,No,Yes,Clear or partly cloudy,6.56,7.575,64,,4.605170186
79,04-01-2017 10:00,spring,No,Yes,Mist,6.56,6.82,69,22.0028,3.737669618
80,04-01-2017 11:00,spring,No,Yes,Clear or partly cloudy,9.02,10.605,51,19.9995,4.043051268
81,04-01-2017 12:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,51,11.0014,4.356708827
82,04-01-2017 13:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,56,12.998,4.574710979
83,04-01-2017 14:00,spring,No,Yes,Clear or partly cloudy,10.66,12.88,52,15.0013,4.143134726
84,04-01-2017 15:00,spring,No,Yes,Clear or partly cloudy,,13.635,52,16.9979,4.17438727
85,04-01-2017 16:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,49,16.9979,4.418840608
86,04-01-2017 17:00,spring,No,Yes,Clear or partly cloudy,11.48,13.635,48,15.0013,5.356586275
87,04-01-2017 18:00,spring,No,Yes,Clear or partly cloudy,10.66,12.88,48,12.998,5.204006687
88,04-01-2017 19:00,spring,No,Yes,Clear or partly cloudy,9.84,12.88,48,7.0015,4.718498871
89,04-01-2017 20:00,spring,No,Yes,Clear or partly cloudy,9.84,12.88,48,7.0015,3.988984047
90,04-01-2017 21:00,spring,No,Yes,Clear or partly cloudy,,13.635,64,0,3.871201011
91,04-01-2017 22:00,spring,No,Yes,Clear or partly cloudy,9.02,12.88,64,6.0032,3.555348061
92,04-01-2017 23:00,spring,No,Yes,Clear or partly cloudy,8.2,11.365,69,6.0032,2.397895273
93,05-01-2017 00:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,64,0,1.791759469
94,05-01-2017 01:00,spring,No,Yes,Clear or partly cloudy,6.56,9.85,74,6.0032,1.791759469
95,05-01-2017 02:00,spring,No,Yes,Clear or partly cloudy,6.56,9.85,74,6.0032,0.693147181
96,05-01-2017 04:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,48,15.0013,0.693147181
97,05-01-2017 05:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,47,11.0014,1.098612289
98,05-01-2017 06:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,47,15.0013,3.496507561
99,05-01-2017 07:00,spring,No,Yes,Clear or partly cloudy,7.38,9.09,43,12.998,4.477336814
100,05-01-2017 08:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,40,19.9995,5.272999559
101,05-01-2017 09:00,spring,No,Yes,Clear or partly cloudy,,9.85,37,22.0028,4.744932128
102,05-01-2017 10:00,spring,No,Yes,Clear or partly cloudy,9.02,9.85,37,22.0028,4.043051268
103,05-01-2017 11:00,spring,No,Yes,Clear or partly cloudy,10.66,11.365,33,22.0028,3.828641396
104,05-01-2017 12:00,spring,No,Yes,Clear or partly cloudy,10.66,11.365,33,22.0028,4.369447852
105,05-01-2017 13:00,spring,No,Yes,Clear or partly cloudy,11.48,12.88,30,19.9995,4.262679877
106,05-01-2017 14:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,28,12.998,4.127134385
107,05-01-2017 15:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,28,12.998,4.127134385
108,05-01-2017 16:00,spring,No,Yes,Clear or partly cloudy,12.3,15.91,28,6.0032,4.48863637
109,05-01-2017 17:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,38,12.998,5.247024072
110,05-01-2017 18:00,spring,No,Yes,Clear or partly cloudy,9.84,12.12,38,8.9981,5.129898715
111,05-01-2017 19:00,spring,No,Yes,Clear or partly cloudy,9.84,12.88,38,7.0015,4.882801923
112,05-01-2017 20:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,47,11.0014,4.48863637
113,05-01-2017 21:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,51,12.998,3.761200116
114,05-01-2017 22:00,spring,No,Yes,Clear or partly cloudy,7.38,9.85,55,8.9981,3.737669618
115,05-01-2017 23:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,47,0,2.944438979
116,06-01-2017 00:00,spring,No,Yes,Clear or partly cloudy,7.38,12.12,55,0,2.397895273
117,06-01-2017 01:00,spring,No,Yes,Clear or partly cloudy,6.56,11.365,64,0,1.386294361
118,06-01-2017 02:00,spring,No,Yes,Clear or partly cloudy,6.56,11.365,64,0,0.693147181
119,06-01-2017 04:00,spring,No,Yes,Mist,6.56,9.85,64,6.0032,0
120,06-01-2017 05:00,spring,No,Yes,Mist,5.74,9.09,69,6.0032,1.386294361
121,06-01-2017 06:00,spring,No,Yes,Mist,5.74,8.335,63,7.0015,3.583518938
122,06-01-2017 07:00,spring,No,Yes,Mist,,11.365,59,0,4.553876892
123,06-01-2017 08:00,spring,No,Yes,Clear or partly cloudy,6.56,11.365,59,0,5.38907173
124,06-01-2017 09:00,spring,No,Yes,Mist,,12.12,51,0,4.804021045
125,06-01-2017 10:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,47,0,3.80666249
126,06-01-2017 11:00,spring,No,Yes,Clear or partly cloudy,9.02,12.88,44,6.0032,4.077537444
127,06-01-2017 12:00,spring,No,Yes,Clear or partly cloudy,10.66,14.395,35,0,4.430816799
128,06-01-2017 13:00,spring,No,Yes,Clear or partly cloudy,10.66,13.635,35,7.0015,4.204692619
129,06-01-2017 14:00,spring,No,Yes,Clear or partly cloudy,11.48,13.635,36,11.0014,4.248495242
130,06-01-2017 15:00,spring,No,Yes,Clear or partly cloudy,11.48,13.635,36,0,4.127134385
131,06-01-2017 16:00,spring,No,Yes,Clear or partly cloudy,10.66,12.88,38,11.0014,4.454347296
132,06-01-2017 17:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,51,11.0014,5.147494477
133,06-01-2017 18:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,51,8.9981,5.093750201
134,06-01-2017 19:00,spring,No,Yes,Clear or partly cloudy,9.02,12.88,55,,4.718498871
135,06-01-2017 20:00,spring,No,Yes,Clear or partly cloudy,,10.605,51,11.0014,4.234106505
136,06-01-2017 21:00,spring,No,Yes,Mist,9.02,10.605,55,15.0013,3.871201011
137,06-01-2017 22:00,spring,No,Yes,Mist,9.02,10.605,51,19.0012,3.951243719
138,06-01-2017 23:00,spring,No,Yes,Mist,,9.85,59,12.998,3.135494216
139,07-01-2017 00:00,spring,No,Yes,Mist,8.2,9.85,64,12.998,2.833213344
140,07-01-2017 01:00,spring,No,Yes,Mist,8.2,9.85,69,15.0013,1.945910149
141,07-01-2017 02:00,spring,No,Yes,Mist,8.2,9.85,69,15.0013,0
142,07-01-2017 04:00,spring,No,Yes,Mist,8.2,10.605,69,8.9981,0
143,07-01-2017 05:00,spring,No,Yes,Light snow or rain,,13.635,55,0,1.609437912
144,07-01-2017 06:00,spring,No,Yes,Mist,8.2,12.88,69,0,3.526360525
145,07-01-2017 07:00,spring,No,Yes,Clear or partly cloudy,8.2,10.605,69,8.9981,4.430816799
146,07-01-2017 08:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,51,16.9979,5.347107531
147,07-01-2017 09:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,47,19.9995,4.8978398
148,07-01-2017 10:00,spring,No,Yes,Clear or partly cloudy,,9.85,37,22.0028,4.143134726
149,07-01-2017 11:00,spring,No,Yes,Mist,8.2,,40,15.0013,4.204692619
150,07-01-2017 12:00,spring,No,Yes,Mist,,9.85,37,16.9979,4.077537444
151,07-01-2017 13:00,spring,No,Yes,Mist,8.2,9.09,37,19.0012,4.290459441
152,07-01-2017 14:00,spring,No,Yes,Mist,8.2,9.85,40,16.9979,3.912023005
153,07-01-2017 15:00,spring,No,Yes,Mist,8.2,10.605,37,11.0014,4.276666119
154,07-01-2017 16:00,spring,No,Yes,Mist,,10.605,37,11.0014,4.465908119
155,07-01-2017 17:00,spring,No,Yes,Mist,8.2,12.88,37,0,5.231108617
156,07-01-2017 18:00,spring,No,Yes,Clear or partly cloudy,8.2,11.365,40,6.0032,4.812184355
157,07-01-2017 19:00,spring,No,Yes,Clear or partly cloudy,6.56,9.85,55,6.0032,4.553876892
158,07-01-2017 20:00,spring,No,Yes,Clear or partly cloudy,7.38,10.605,47,7.0015,3.931825633
159,07-01-2017 21:00,spring,No,Yes,Clear or partly cloudy,7.38,9.85,47,8.9981,3.663561646
160,07-01-2017 22:00,spring,No,Yes,Mist,7.38,9.85,43,11.0014,3.583518938
161,07-01-2017 23:00,spring,No,Yes,Mist,7.38,9.85,51,11.0014,2.708050201
162,08-01-2017 00:00,spring,No,No,Mist,7.38,9.85,51,11.0014,3.218875825
163,08-01-2017 01:00,spring,No,No,Mist,7.38,10.605,55,6.0032,2.772588722
164,08-01-2017 02:00,spring,No,No,Mist,7.38,12.12,55,0,2.772588722
165,08-01-2017 03:00,spring,No,No,Light snow or rain,7.38,9.85,55,11.0014,1.945910149
166,08-01-2017 04:00,spring,No,No,Light snow or rain,7.38,9.85,55,11.0014,0
167,08-01-2017 05:00,spring,No,No,Mist,6.56,8.335,74,,1.609437912
168,08-01-2017 06:00,spring,No,No,Mist,6.56,8.335,74,11.0014,0.693147181
169,08-01-2017 07:00,spring,No,No,Mist,6.56,9.09,74,7.0015,2.197224577
170,08-01-2017 08:00,spring,No,No,Light snow or rain,6.56,9.09,93,7.0015,2.708050201
171,08-01-2017 09:00,spring,No,No,Light snow or rain,6.56,9.09,93,7.0015,2.995732274
172,08-01-2017 10:00,spring,No,No,Mist,,9.85,80,11.0014,4.110873864
173,08-01-2017 11:00,spring,No,No,Mist,8.2,9.09,69,26.0027,4.127134385
174,08-01-2017 12:00,spring,No,No,Mist,8.2,9.09,59,23.9994,4.584967479
175,08-01-2017 13:00,spring,No,No,Clear or partly cloudy,8.2,9.09,44,22.0028,4.624972813
176,08-01-2017 14:00,spring,No,No,Clear or partly cloudy,8.2,8.335,32,32.9975,4.553876892
177,08-01-2017 15:00,spring,No,No,Clear or partly cloudy,8.2,8.335,32,30.0026,4.304065093
178,08-01-2017 16:00,spring,No,No,Clear or partly cloudy,7.38,6.82,29,30.0026,4.33073334
179,08-01-2017 17:00,spring,No,No,Clear or partly cloudy,6.56,6.06,37,36.9974,4.234106505
180,08-01-2017 18:00,spring,No,No,Clear or partly cloudy,5.74,6.06,39,19.9995,4.007333185
181,08-01-2017 19:00,spring,No,No,Clear or partly cloudy,5.74,6.06,36,16.9979,3.401197382
182,08-01-2017 20:00,spring,No,No,Clear or partly cloudy,4.92,6.06,36,16.9979,3.33220451
183,08-01-2017 21:00,spring,No,No,Clear or partly cloudy,4.92,5.305,39,23.9994,3.610917913
184,08-01-2017 22:00,spring,No,No,Clear or partly cloudy,,5.305,36,26.0027,3.526360525
185,08-01-2017 23:00,spring,No,No,Clear or partly cloudy,4.1,3.03,39,30.0026,3.091042453
186,09-01-2017 00:00,spring,No,No,Clear or partly cloudy,4.1,3.79,42,26.0027,3.218875825
187,09-01-2017 01:00,spring,No,No,Clear or partly cloudy,4.1,3.03,42,31.0009,2.48490665
188,09-01-2017 02:00,spring,No,No,Clear or partly cloudy,4.1,3.03,46,31.0009,2.397895273
189,09-01-2017 03:00,spring,No,No,Clear or partly cloudy,,3.79,46,27.9993,1.386294361
190,09-01-2017 04:00,spring,No,No,Clear or partly cloudy,,4.545,53,12.998,0
191,09-01-2017 05:00,spring,No,No,Clear or partly cloudy,,4.545,53,12.998,0
192,09-01-2017 06:00,spring,No,No,Clear or partly cloudy,4.1,4.545,49,19.0012,0
193,09-01-2017 07:00,spring,No,No,Clear or partly cloudy,3.28,4.545,53,12.998,1.791759469
194,09-01-2017 08:00,spring,No,No,Clear or partly cloudy,4.1,4.545,49,19.0012,2.302585093
195,09-01-2017 09:00,spring,No,No,Clear or partly cloudy,4.92,3.79,46,35.0008,2.944438979
196,09-01-2017 10:00,spring,No,No,Clear or partly cloudy,5.74,5.305,43,26.0027,3.891820298
197,09-01-2017 11:00,spring,No,No,Clear or partly cloudy,6.56,6.06,40,35.0008,3.891820298
198,09-01-2017 12:00,spring,No,No,Clear or partly cloudy,,6.82,37,30.0026,4.418840608
199,09-01-2017 13:00,spring,No,No,Clear or partly cloudy,8.2,8.335,34,30.0026,4.317488114
200,09-01-2017 14:00,spring,No,No,Clear or partly cloudy,9.02,9.09,32,31.0009,4.276666119
201,09-01-2017 15:00,spring,No,No,Clear or partly cloudy,9.02,9.85,35,23.9994,4.406719247
202,09-01-2017 16:00,spring,No,No,Clear or partly cloudy,8.2,8.335,34,30.0026,4.521788577
203,09-01-2017 17:00,spring,No,No,Clear or partly cloudy,7.38,7.575,37,26.0027,4.127134385
204,09-01-2017 18:00,spring,No,No,Clear or partly cloudy,6.56,6.82,40,,3.871201011
205,09-01-2017 19:00,spring,No,No,Clear or partly cloudy,6.56,6.82,43,22.0028,3.713572067
206,09-01-2017 20:00,spring,No,No,Clear or partly cloudy,,6.06,46,16.9979,3.63758616
207,09-01-2017 21:00,spring,No,No,Clear or partly cloudy,5.74,5.305,46,27.9993,2.995732274
208,09-01-2017 22:00,spring,No,No,Clear or partly cloudy,5.74,6.06,46,19.9995,2.708050201
209,09-01-2017 23:00,spring,No,No,Clear or partly cloudy,4.92,6.82,50,12.998,1.791759469
210,10-01-2017 00:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50,19.0012,1.609437912
211,10-01-2017 01:00,spring,No,Yes,Clear or partly cloudy,,6.06,50,19.0012,0
212,10-01-2017 02:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50,15.0013,1.098612289
213,10-01-2017 03:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50,15.0013,0
214,10-01-2017 04:00,spring,No,Yes,Clear or partly cloudy,4.1,6.06,54,8.9981,1.098612289
215,10-01-2017 05:00,spring,No,Yes,Clear or partly cloudy,4.1,5.305,54,16.9979,1.098612289
216,10-01-2017 06:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50,19.0012,3.433987204
217,10-01-2017 07:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50,15.0013,4.343805422
218,10-01-2017 08:00,spring,No,Yes,Mist,4.92,6.06,50,19.0012,5.236441963
219,10-01-2017 09:00,spring,No,Yes,Mist,5.74,6.06,50,,4.543294782
220,10-01-2017 10:00,spring,No,Yes,Mist,5.74,6.06,50,19.9995,3.433987204
221,10-01-2017 11:00,spring,No,Yes,Mist,6.56,6.82,47,19.0012,3.401197382
222,10-01-2017 12:00,spring,No,Yes,Mist,8.2,9.09,40,19.0012,3.951243719
223,10-01-2017 13:00,spring,No,Yes,Mist,8.2,9.09,40,19.0012,3.988984047
224,10-01-2017 14:00,spring,No,Yes,Mist,,9.85,40,15.0013,3.850147602
225,10-01-2017 15:00,spring,No,Yes,Mist,8.2,9.85,40,15.0013,3.80666249
226,10-01-2017 16:00,spring,No,Yes,Clear or partly cloudy,8.2,10.605,40,8.9981,4.304065093
227,10-01-2017 17:00,spring,No,Yes,Clear or partly cloudy,8.2,11.365,40,7.0015,5.18178355
228,10-01-2017 18:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,40,15.0013,5.043425117
229,10-01-2017 19:00,spring,No,Yes,Clear or partly cloudy,6.56,8.335,47,11.0014,4.553876892
230,10-01-2017 20:00,spring,No,Yes,Clear or partly cloudy,6.56,8.335,50,11.0014,4.304065093
231,10-01-2017 21:00,spring,No,Yes,Clear or partly cloudy,5.74,6.82,59,12.998,3.63758616
232,10-01-2017 22:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,59,11.0014,3.17805383
233,10-01-2017 23:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,59,11.0014,2.890371758
234,11-01-2017 00:00,spring,No,Yes,Clear or partly cloudy,5.74,8.335,59,7.0015,2.48490665
235,11-01-2017 01:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,59,11.0014,1.098612289
236,11-01-2017 02:00,spring,No,Yes,Mist,6.56,7.575,55,12.998,1.098612289
237,11-01-2017 05:00,spring,No,Yes,Mist,6.56,9.09,55,8.9981,1.791759469
238,11-01-2017 06:00,spring,No,Yes,Mist,6.56,9.09,55,8.9981,3.295836866
239,11-01-2017 07:00,spring,No,Yes,Mist,,11.365,55,0,4.59511985
240,11-01-2017 08:00,spring,No,Yes,Mist,7.38,10.605,51,6.0032,5.379897354
241,11-01-2017 09:00,spring,No,Yes,Mist,7.38,9.85,51,11.0014,4.86753445
242,11-01-2017 10:00,spring,No,Yes,Mist,8.2,10.605,51,11.0014,3.988984047
243,11-01-2017 11:00,spring,No,Yes,Mist,8.2,10.605,47,8.9981,3.555348061
244,11-01-2017 12:00,spring,No,Yes,Mist,8.2,11.365,51,7.0015,4.043051268
245,11-01-2017 13:00,spring,No,Yes,Mist,8.2,11.365,59,6.0032,3.951243719
246,11-01-2017 14:00,spring,No,Yes,Mist,8.2,11.365,59,6.0032,4.143134726
247,11-01-2017 15:00,spring,No,Yes,Mist,6.56,9.85,80,6.0032,3.850147602
248,11-01-2017 16:00,spring,No,Yes,Mist,6.56,7.575,86,15.0013,4.33073334
249,11-01-2017 17:00,spring,No,Yes,Mist,6.56,7.575,86,15.0013,4.912654886
250,11-01-2017 18:00,spring,No,Yes,Light snow or rain,6.56,9.09,93,7.0015,4.553876892
251,11-01-2017 19:00,spring,No,Yes,Light snow or rain,6.56,11.365,93,0,3.931825633
252,11-01-2017 20:00,spring,No,Yes,Light snow or rain,6.56,7.575,93,12.998,3.465735903
253,11-01-2017 21:00,spring,No,Yes,Light snow or rain,6.56,9.85,86,6.0032,2.995732274
254,11-01-2017 22:00,spring,No,Yes,Light snow or rain,6.56,9.09,93,7.0015,3.36729583
255,11-01-2017 23:00,spring,No,Yes,Light snow or rain,6.56,9.85,93,6.0032,2.944438979
256,12-01-2017 00:00,spring,No,Yes,Mist,6.56,9.85,86,6.0032,1.945910149
257,12-01-2017 01:00,spring,No,Yes,Mist,6.56,9.09,86,7.0015,1.791759469
258,12-01-2017 02:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,86,8.9981,0
259,12-01-2017 05:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,86,11.0014,1.609437912
260,12-01-2017 06:00,spring,No,Yes,Clear or partly cloudy,4.92,7.575,93,8.9981,2.772588722
261,12-01-2017 07:00,spring,No,Yes,Clear or partly cloudy,,7.575,69,8.9981,3.988984047
262,12-01-2017 08:00,spring,No,Yes,Clear or partly cloudy,6.56,8.335,59,11.0014,4.852030264
263,12-01-2017 09:00,spring,No,Yes,Clear or partly cloudy,6.56,6.82,59,22.0028,4.394449155
264,12-01-2017 10:00,spring,No,Yes,Clear or partly cloudy,7.38,9.09,55,15.0013,3.663561646
265,12-01-2017 11:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,51,26.0027,3.555348061
266,12-01-2017 12:00,spring,No,Yes,Clear or partly cloudy,8.2,7.575,47,39.0007,4.007333185
267,12-01-2017 13:00,spring,No,Yes,Clear or partly cloudy,9.02,9.85,44,23.9994,3.891820298
268,12-01-2017 14:00,spring,No,Yes,Clear or partly cloudy,,9.09,47,22.0028,3.784189634
269,12-01-2017 15:00,spring,No,Yes,Clear or partly cloudy,8.2,8.335,47,27.9993,3.891820298
270,12-01-2017 16:00,spring,No,Yes,Clear or partly cloudy,9.02,9.85,44,22.0028,4.219507705
271,12-01-2017 17:00,spring,No,Yes,Clear or partly cloudy,,9.09,47,23.9994,4.934473933
272,12-01-2017 18:00,spring,No,Yes,Clear or partly cloudy,8.2,7.575,47,35.0008,4.919980926
273,12-01-2017 19:00,spring,No,Yes,Clear or partly cloudy,7.38,7.575,47,27.9993,4.418840608
274,12-01-2017 20:00,spring,No,Yes,Clear or partly cloudy,6.56,6.82,50,22.0028,4.025351691
275,12-01-2017 21:00,spring,No,Yes,Clear or partly cloudy,6.56,6.82,55,22.0028,4.043051268
276,12-01-2017 22:00,spring,No,Yes,Clear or partly cloudy,6.56,6.06,55,30.0026,3.496507561
277,12-01-2017 23:00,spring,No,Yes,Clear or partly cloudy,,5.305,59,27.9993,2.995732274
278,13-01-2017 00:00,spring,No,Yes,Clear or partly cloudy,5.74,6.06,59,19.0012,1.945910149
